Unnamed: 0,Incident,RMSOccurrenceDate,RMSOccurrenceHour,NIBRSClass,NIBRSDescription,OffenseCount,Beat,Premise,StreetNo,StreetName,StreetType,Suffix,City,ZIPCode
48493,34798221,2021-03-15,22,09A,"Murder, non-negligent",1,22B30,"Highway, Road, Street, Alley",720,SAM HOUSTON,PKWY,N,HOUSTON,77060
46796,33666621,2021-03-13,8,09A,"Murder, non-negligent",1,14D50,"Church, Synagogue, Temple",5300,ALMEDA GENOA,RD,,HOUSTON,77048
46613,33461321,2021-03-13,0,09A,"Murder, non-negligent",1,12D10,"Highway, Road, Street, Alley",9809,FABIOLA,DR,,HOUSTON,77075
46752,33543921,2021-03-13,6,09A,"Murder, non-negligent",1,14D10,"Highway, Road, Street, Alley",6812,EASTWOOD,ST,,HOUSTON,77021
46092,33082121,2021-03-12,9,09A,"Murder, non-negligent",1,6B20,"Residence, Home (Includes Apartment)",838,GREEN MEADOW,LN,,HOUSTON,77091
46577,33424121,2021-03-12,23,09A,"Murder, non-negligent",1,10H40,"Highway, Road, Street, Alley",2017,MAIN,ST,,HOUSTON,77002
46587,33450621,2021-03-12,23,09A,"Murder, non-negligent",1,9C20,"Bar, Nightclub",7698,LYONS,AVE,,HOUSTON,77020
45195,32418821,2021-03-10,23,09A,"Murder, non-negligent",3,20G10,"Parking Lot, Garage",6300,RANCHESTER,DR,,HOUSTON,77036
45144,32376321,2021-03-10,22,09A,"Murder, non-negligent",1,19G40,"Parking Lot, Garage",11303,BISSONNET,ST,,HOUSTON,77099
44514,31907221,2021-03-09,23,09A,"Murder, non-negligent",2,1A20,"Residence, Home (Includes Apartment)",900,LAMB,,,HOUSTON,77019
44261,31749621,2021-03-09,16,09A,"Murder, non-negligent",1,12D30,"Residence, Home (Includes Apartment)",12115,PALMTON,,,HOUSTON,77034
43250,30964421,2021-03-08,2,09A,"Murder, non-negligent",1,10H40,"Highway, Road, Street, Alley",2900,FANNIN,ST,,HOUSTON,77002
42001,30120921,2021-03-06,4,09A,"Murder, non-negligent",1,19G50,"Hotel, Motel, ETC",9610,SAM HOUSTON,PKWY,W,HOUSTON,77099
42201,30280721,2021-03-06,14,09A,"Murder, non-negligent",1,3B50,"Parking Lot, Garage",4710,NORTH,FWY,,HOUSTON,77022
41242,30746621,2021-03-05,0,09A,"Murder, non-negligent",1,15E40,"Highway, Road, Street, Alley",812,HOLMES,RD,,HOUSTON,77045
41630,29864921,2021-03-05,16,09A,"Murder, non-negligent",1,17E40,"Highway, Road, Street, Alley",11300,SANDPIPER,DR,,HOUSTON,77035
40609,29052521,2021-03-04,0,09A,"Murder, non-negligent",1,1A50,"Residence, Home (Includes Apartment)",2990,BISSONNET,ST,,HOUSTON,77005
39510,28233321,2021-03-02,10,09A,"Murder, non-negligent",2,12D10,"Residence, Home (Includes Apartment)",11150,CAYMAN MIST,DR,,HOUSTON,77075
39565,28284921,2021-03-02,12,09A,"Murder, non-negligent",1,8C40,"Residence, Home (Includes Apartment)",8702,BROCK PARK,BLVD,,HOUSTON,77078
38542,27616221,2021-03-01,0,09A,"Murder, non-negligent",1,10H60,"Highway, Road, Street, Alley",2409,ARBOR,ST,,HOUSTON,77004
37854,27201521,2021-02-28,1,09A,"Murder, non-negligent",1,15E11,"Service, Gas Station",9000,RENWICK,DR,,HOUSTON,77096
37533,26992021,2021-02-27,17,09A,"Murder, non-negligent",1,20G70,"Residence, Home (Includes Apartment)",2700,DAIRY ASHFORD,RD,S,HOUSTON,77082
36959,26626421,2021-02-26,21,09A,"Murder, non-negligent",1,18F60,"Other, Unknown",8708,BEECHNUT,ST,,HOUSTON,77036
36273,26134421,2021-02-25,21,09A,"Murder, non-negligent",1,6B10,"Residence, Home (Includes Apartment)",330,ROSAMOND,,,HOUSTON,77076
36107,26038021,2021-02-25,17,09A,"Murder, non-negligent",1,10H50,Convenience Store,3341,WINBERN,,,HOUSTON,77004
35225,25357721,2021-02-24,10,09A,"Murder, non-negligent",1,18F50,"Other, Unknown",7250,HARWIN,DR,,HOUSTON,77036
35090,25238221,2021-02-24,3,09A,"Murder, non-negligent",1,20G30,"Parking Lot, Garage",2929,HAYES,RD,,HOUSTON,77082
35038,25214621,2021-02-24,0,09A,"Murder, non-negligent",1,7C20,Convenience Store,5001,CRANE,ST,,HOUSTON,77026
35030,25211321,2021-02-24,0,09A,"Murder, non-negligent",1,14D40,"Residence, Home (Includes Apartment)",11911,MARTIN LUTHER KING,BLVD,,HOUSTON,77048
35025,25205821,2021-02-24,0,09A,"Murder, non-negligent",1,14D20,"Parking Lot, Garage",3901,LOCKHART,ST,,HOUSTON,77051
35637,25668521,2021-02-24,22,09A,"Murder, non-negligent",1,16E40,"Residence, Home (Includes Apartment)",15130,FOUR WINDS,DR,,HOUSTON,77489
34381,24732721,2021-02-23,0,09A,"Murder, non-negligent",1,15E30,"Residence, Home (Includes Apartment)",4045,LINKWOOD,DR,,HOUSTON,77025
32600,23518721,2021-02-20,11,09A,"Murder, non-negligent",1,20G70,"Residence, Home (Includes Apartment)",12601,ASHFORD MEADOW,DR,,HOUSTON,77082
32417,23407021,2021-02-20,2,09A,"Murder, non-negligent",1,9C30,"Bar, Nightclub",11095,EAST,FWY,,HOUSTON,77013
32121,23185621,2021-02-19,17,09A,"Murder, non-negligent",1,14D30,"Residence, Home (Includes Apartment)",5402,CHENNAULT,RD,,HOUSTON,77033
31063,22225521,2021-02-17,13,09A,"Murder, non-negligent",1,7C20,"Jail, Prison",5656,KELLEY,ST,,HOUSTON,77026
31102,22260221,2021-02-17,15,09A,"Murder, non-negligent",1,10H40,"Highway, Road, Street, Alley",2000,FANNIN,ST,,HOUSTON,77002
31132,22291021,2021-02-17,17,09A,"Murder, non-negligent",1,8C10,"Highway, Road, Street, Alley",7501,LAVENDER,ST,,HOUSTON,77016
30469,21577021,2021-02-16,2,09A,"Murder, non-negligent",1,13D10,"Service, Gas Station",7240,LONG,DR,,HOUSTON,77087
30131,21146321,2021-02-15,1,09A,"Murder, non-negligent",1,11H20,"Residence, Home (Includes Apartment)",7575,OFFICE CITY,DR,,HOUSTON,77012
29657,20812521,2021-02-14,3,09A,"Murder, non-negligent",1,18F60,"Highway, Road, Street, Alley",9422,HARWIN,DR,,HOUSTON,77036
27755,19493021,2021-02-11,7,09A,"Murder, non-negligent",1,22B20,"Other, Unknown",1303,GEARS,RD,,HOUSTON,77067
27161,19102421,2021-02-10,9,09A,"Murder, non-negligent",1,9C30,"Jail, Prison",10950,BEAUMONT,HWY,,HOUSTON,77013
27562,19370821,2021-02-10,21,09A,"Murder, non-negligent",1,10H10,"Residence, Home (Includes Apartment)",305,BRYAN,,N,HOUSTON,77011
27576,19380021,2021-02-10,21,09A,"Murder, non-negligent",1,3B40,"Highway, Road, Street, Alley",311,DELZ,DR,E,HOUSTON,77022
26478,18599421,2021-02-09,9,09A,"Murder, non-negligent",1,17E40,"Parking Lot, Garage",12304,FONDREN,RD,,HOUSTON,77071
25036,17648321,2021-02-07,3,09A,"Murder, non-negligent",1,14D10,"Bar, Nightclub",4822,MARTIN LUTHER KING,BLVD,,HOUSTON,77021
25463,17935221,2021-02-07,20,09A,"Murder, non-negligent",1,20G70,"Residence, Home (Includes Apartment)",1910,WESTMEAD,DR,,HOUSTON,77077
24509,17324421,2021-02-06,13,09A,"Murder, non-negligent",1,8C50,"Parking Lot, Garage",8600,STERLINGSHIRE,,,HOUSTON,77078
24332,17199621,2021-02-06,4,09A,"Murder, non-negligent",1,5F20,"Highway, Road, Street, Alley",8500,RANNIE,RD,,HOUSTON,77080
24753,17485721,2021-02-06,20,09A,"Murder, non-negligent",1,19G10,"Parking Lot, Garage",7911,WILCREST,DR,,HOUSTON,77072
24766,17500821,2021-02-06,20,09A,"Murder, non-negligent",1,13D20,"Highway, Road, Street, Alley",6358,TELEPHONE,RD,,HOUSTON,77087
24111,17085121,2021-02-05,21,09A,"Murder, non-negligent",1,9C30,"Hotel, Motel, ETC",10801,EAST,FWY,,HOUSTON,77013
21167,14952021,2021-02-01,11,09A,"Murder, non-negligent",1,9C10,"Field, Woods",164,CAROLINA,ST,N,HOUSTON,77029
21461,15132421,2021-02-01,18,09A,"Murder, non-negligent",1,6B10,"Residence, Home (Includes Apartment)",398,ROSAMOND,,,HOUSTON,77076
20608,14584921,2021-01-31,16,09A,"Murder, non-negligent",1,14D20,"Other, Unknown",4400,LOOP,,S,HOUSTON,77033
18349,12835621,2021-01-28,4,09A,"Murder, non-negligent",1,12D10,"Parking Lot, Garage",1221,REDFORD,ST,,HOUSTON,77034
18733,13234421,2021-01-28,19,09A,"Murder, non-negligent",1,12D10,"Residence, Home (Includes Apartment)",10909,GULF,FWY,,HOUSTON,77034
17093,11851321,2021-01-26,7,09A,"Murder, non-negligent",1,22B40,"Field, Woods",6198,ALBERT,DR,,HOUSTON,77396
17540,12220821,2021-01-26,20,09A,"Murder, non-negligent",1,9C10,"Highway, Road, Street, Alley",798,FIDELITY,ST,,HOUSTON,77029
16530,11505021,2021-01-25,12,09A,"Murder, non-negligent",1,13D20,"Parking Lot, Garage",8326,BROADWAY,ST,,HOUSTON,77061
16622,11552521,2021-01-25,14,09A,"Murder, non-negligent",1,3B40,"Highway, Road, Street, Alley",8502,MAIN,ST,N,HOUSTON,77022
16088,11219221,2021-01-24,21,09A,"Murder, non-negligent",1,13D20,"Parking Lot, Garage",8405,BROADWAY,ST,,HOUSTON,77061
16047,11201321,2021-01-24,20,09A,"Murder, non-negligent",1,14D20,"Highway, Road, Street, Alley",5200,REED,RD,,HOUSTON,77033
14458,10184921,2021-01-22,15,09A,"Murder, non-negligent",1,14D40,"Highway, Road, Street, Alley",11398,MARTIN LUTHER KING,BLVD,,HOUSTON,77048
14585,10272721,2021-01-22,18,09A,"Murder, non-negligent",1,10H50,"Residence, Home (Includes Apartment)",2211,HADLEY,ST,,HOUSTON,77003
11502,8062521,2021-01-18,10,09A,"Murder, non-negligent",1,22B20,"Highway, Road, Street, Alley",12961,NORTH,FWY,,HOUSTON,77067
11800,8270421,2021-01-18,19,09A,"Murder, non-negligent",1,17E40,"Residence, Home (Includes Apartment)",12500,DUNLAP,ST,,HOUSTON,77035
10535,7443121,2021-01-16,21,09A,"Murder, non-negligent",1,6B10,"Residence, Home (Includes Apartment)",303,ROSAMOND,,,HOUSTON,77076
9596,6801721,2021-01-15,15,09A,"Murder, non-negligent",1,14D50,"Highway, Road, Street, Alley",13301,CULLEN,BLVD,,HOUSTON,77047
8650,6164421,2021-01-14,10,09A,"Murder, non-negligent",1,17E10,"Residence, Home (Includes Apartment)",6550,HILLCROFT,AVE,,HOUSTON,77081
8520,6038621,2021-01-14,2,09A,"Murder, non-negligent",1,14D30,"Other, Unknown",5715,HERON,DR,,HOUSTON,77033
8620,6137521,2021-01-14,9,09A,"Murder, non-negligent",1,17E10,"Parking Lot, Garage",6000,ROOKIN,ST,,HOUSTON,77074
8582,6073421,2021-01-14,7,09A,"Murder, non-negligent",1,2A10,"Highway, Road, Street, Alley",1709,MORRIS,ST,,HOUSTON,
7162,5031521,2021-01-11,21,09A,"Murder, non-negligent",1,17E30,"Parking Lot, Garage",9501,SOUTHWEST,FWY,,HOUSTON,77074
6557,43894421,2021-01-10,21,09A,"Murder, non-negligent",1,2A50,"Residence, Home (Includes Apartment)",230,T C JESTER,BLVD,,HOUSTON,77007
6360,4422021,2021-01-10,14,09A,"Murder, non-negligent",1,19G30,"Residence, Home (Includes Apartment)",6822,SONGBROOK,DR,,HOUSTON,77083
5448,3782021,2021-01-09,1,09A,"Murder, non-negligent",1,14D10,"Parking Lot, Garage",5828,MARTIN LUTHER KING,BLVD,,HOUSTON,77021
5547,3824521,2021-01-09,4,09A,"Murder, non-negligent",1,17E10,"Parking Lot, Garage",6550,HILLCROFT,AVE,,HOUSTON,77081
5512,3805621,2021-01-09,3,09A,"Murder, non-negligent",1,10H40,"Highway, Road, Street, Alley",2800,SAN JACINTO,ST,,HOUSTON,77004
3970,2709621,2021-01-06,20,09A,"Murder, non-negligent",1,12D10,"Residence, Home (Includes Apartment)",2119,THETA,,,HOUSTON,77034
3354,2238321,2021-01-05,21,09A,"Murder, non-negligent",1,8C10,"Commercial, Office Building",4621,LAURA KOPPE,RD,,HOUSTON,77016
1758,1116021,2021-01-03,14,09A,"Murder, non-negligent",1,6B20,"Highway, Road, Street, Alley",831,LITTLE YORK,RD,W,HOUSTON,77091
1730,1095221,2021-01-03,13,09A,"Murder, non-negligent",1,17E10,"Residence, Home (Includes Apartment)",6111,GLENMONT,DR,,HOUSTON,77081
1789,1144821,2021-01-03,15,09A,"Murder, non-negligent",1,6B40,Convenience Store,8015,DE PRIEST,ST,,HOUSTON,77088
1045,640321,2021-01-02,11,09A,"Murder, non-negligent",1,22B20,"Parking Lot, Garage",706,GREENS,RD,,HOUSTON,77060
693,399121,2021-01-01,19,09A,"Murder, non-negligent",1,13D20,"Residence, Home (Includes Apartment)",8700,GULF,FWY,,HOUSTON,77061
